Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Predicted Eligibility Score
275733,Sandra Lopez,4,4,2015-11-28,0,9.2,2024-08-12,1,1,4,1,88,36,52,79.3,47,6,6,2.3,4.9,0,5,2,3,56
947605,Jennifer Collins,2,7,2022-11-05,0,2.3,2024-02-10,0,2,10,0,86,18,68,88.8,45,9,37,8.9,4.3,2,5,2,2,69
144410,Eric Henderson,3,4,2013-03-01,0,12,2024-09-29,1,0,5,1,96,32,64,75.2,15,7,14,2.5,1.5,1,6,0,4.6,53
632709,Cynthia Wang,4,3,2013-03-27,0,11.9,2024-06-12,4,1,7,1,90,71,19,71.5,23,12,20,6.2,1.8,0,27,1,4.3,45
493747,Brian Castro,1,4,2021-06-19,0,3.7,2024-11-18,2,0,7,0,10,4,6,64.4,17,15,12,4.2,2.4,2,5,0,3.3,32
673733,Perry Brown,6,3,2015-03-12,1,6.7,2024-08-14,2,0,10,1,57,46,11,75.1,27,12,18,6.4,1.5,1,1,2,4.5,52
811491,Rebecca Hayes,0,0,2020-06-20,0,4.7,2024-08-24,1,1,1,0,45,16,29,52.6,42,31,19,9,3.5,2,18,1,2.3,17
333732,Joseph Anderson,0,4,2013-08-23,0,11.5,2024-10-02,4,0,5,0,79,27,52,96,22,17,4,6.8,2.1,2,4,1,1.1,84
787848,Paula Simpson,3,1,2016-10-21,0,8.3,2024-10-19,1,1,3,1,53,32,21,55.5,23,4,14,2.7,1.1,0,22,0,2.7,17
599339,Dustin Pineda,1,3,2012-08-22,0,12.5,2024-09-27,2,2,4,0,91,9,82,77.2,24,3,0,2.3,2.3,2,12,2,1.3,53
588380,Chad Williams,3,1,2017-06-28,1,4.4,2024-12-21,2,1,7,1,34,19,15,86.6,8,1,6,1.4,2.6,2,14,2,1.1,58
140768,Alexander Cole,0,4,2012-07-01,1,6.4,2024-01-15,2,0,1,1,44,37,7,60.5,50,24,31,4,2.5,2,29,2,4,26
175394,Sandra Green,6,0,2016-01-07,0,9.1,2024-01-31,2,2,10,0,86,36,50,98.4,31,29,9,2.1,3.6,2,30,0,2.5,76
284172,Samantha Hernandez,2,5,2014-10-07,0,10.4,2024-07-31,0,1,10,0,84,10,74,95.4,31,23,31,5.3,4.1,1,23,0,1.5,76
22325,Juan Hobbs,2,4,2016-11-21,0,8.2,2024-03-27,2,0,2,1,71,4,67,51.9,15,10,2,7.3,4.6,0,12,1,1.8,18
531982,Daniel Owens,6,5,2016-12-24,0,8.2,2024-01-28,2,0,2,0,43,15,28,78.9,9,7,7,6.7,3.2,1,14,0,3.7,59
287075,Laurie Lee,2,4,2012-06-05,0,12.7,2024-12-26,3,2,5,0,77,13,64,62,31,22,2,8.2,3.8,1,15,2,3.6,37
156875,George Lopez,5,0,2010-01-22,0,15.1,2024-09-21,1,0,9,0,99,92,7,50.9,12,11,3,6.4,3,1,16,1,4.1,18
866215,Maurice Peterson,2,1,2015-09-22,2,5.1,2024-07-10,2,1,0,0,68,46,22,62.8,47,21,16,8.1,4,1,29,2,2.3,32
151395,Robin Green,6,0,2018-05-18,0,6.8,2024-07-01,3,0,7,1,23,1,22,97.8,7,6,5,9.4,1.8,2,16,0,1.2,82
185910,Christopher Carson,4,4,2012-06-27,0,12.7,2024-07-26,2,1,3,1,60,17,43,80.2,39,17,28,2,4.3,1,2,1,1,59
967991,Kaitlin Shaw,4,3,2016-03-19,2,2.4,2024-06-11,4,1,10,1,25,22,3,63.7,36,7,23,4.2,3.8,1,20,0,1.7,26
113737,Michael Leonard,2,0,2011-06-16,0,13.7,2024-04-23,3,2,6,1,89,27,62,57.1,41,4,23,8,4,0,17,1,4.8,28
215937,Rachel Davis,0,3,2013-03-17,0,11.9,2024-10-17,1,0,6,1,73,50,23,58,48,27,5,5.8,2.1,2,27,0,2.9,24
364729,Robert Buchanan,3,2,2012-05-13,0,12.8,2024-09-24,1,0,0,0,92,12,80,53.2,44,21,26,5.2,1.7,0,19,2,1.6,18
734308,Tina Ramsey,1,7,2014-09-12,0,10.4,2024-07-25,0,0,10,0,78,45,33,62.3,16,9,8,4.8,3.4,1,3,1,2.1,31
953342,Caitlyn Thompson,4,3,2019-05-31,0,5.7,2024-03-10,4,2,3,0,16,15,1,89.3,39,34,19,2.4,3.1,0,12,1,3.4,70
606165,Alicia Haney,1,4,2012-06-23,0,12.7,2024-08-11,4,2,8,1,32,7,25,97.1,20,11,1,2.2,1.2,2,19,0,2,79
981341,Ryan Meadows,4,1,2013-03-30,0,11.9,2024-03-15,1,2,9,0,93,20,73,64.1,39,18,7,9.5,4.7,0,1,0,3.2,43
276767,Laura Flores,4,7,2013-11-23,0,11.2,2024-10-03,2,2,1,1,28,8,20,50.7,13,10,6,2.6,1.5,2,11,1,1.5,15
196136,Joseph Riley,1,4,2015-05-07,0,9.8,2024-09-17,3,1,2,1,92,84,8,98.3,12,7,2,8.9,4.1,1,11,0,3.7,89
660103,Lee Lopez,3,2,2016-03-30,0,8.9,2024-05-02,2,2,8,1,67,57,10,72,12,7,3,7.1,2.2,1,26,0,4.6,46
244305,Jason Nicholson,4,1,2014-12-26,0,10.2,2024-05-12,4,1,9,1,95,51,44,57.2,24,9,18,5.5,3.6,2,1,2,3.2,26
697758,Donald Orozco,4,4,2016-07-19,0,8.6,2024-02-20,0,1,6,1,33,20,13,95.9,23,20,21,2.9,2.3,0,27,0,4.4,77
201850,Eric Middleton,0,5,2019-11-09,0,5.3,2024-05-09,1,2,9,0,78,39,39,80.3,49,42,9,3.3,1.2,0,30,0,3.8,50
429175,Michelle Miller,5,1,2019-04-28,0,5.8,2024-09-05,1,2,6,1,42,25,17,83.7,25,11,24,1.8,2.2,0,30,2,2.8,54
10326,Michelle Sullivan,3,3,2022-12-31,1,0.4,2024-10-08,2,1,6,1,79,21,58,82.4,18,18,4,6.4,3.9,2,26,0,3.4,56
733268,Krystal Waters,5,6,2010-07-03,2,11.3,2024-06-05,4,1,10,1,57,29,28,96.9,39,10,21,9,1.1,0,8,0,3.1,86
130325,Anthony Mendoza,2,3,2010-07-15,0,14.6,2024-07-24,2,0,5,1,70,32,38,73.7,21,9,8,8.5,2,1,9,2,5,57
944787,James Barnes,4,1,2020-03-11,2,0.8,2024-12-05,2,0,5,1,55,14,41,54.1,30,12,30,9.5,1.7,1,28,1,1.6,15
584756,Stephen Vaughn,2,5,2016-03-01,1,6.7,2024-05-14,1,2,8,1,36,3,33,78.2,6,1,2,9.4,4.9,0,30,2,4.5,55
889385,Regina Hall,6,1,2022-07-08,0,2.6,2024-08-19,4,2,6,1,92,2,90,66.7,18,13,10,9.1,3.1,1,30,2,4.8,35
573646,Stephen Hudson,0,2,2021-01-03,0,4.1,2024-10-05,3,0,2,1,44,11,33,57.1,25,7,16,10,4,1,25,1,1.7,22
636969,Darrell Lopez,6,6,2016-05-27,0,8.7,2024-08-20,1,1,1,0,44,32,12,88.8,16,9,3,4.3,2.4,1,28,2,2.3,68
220321,Joshua Lopez,4,6,2013-04-05,0,11.9,2024-06-01,3,2,6,1,56,43,13,96,22,4,19,7.8,1.2,0,5,2,2.7,86
500879,Cheryl Beltran,2,1,2020-07-27,0,4.6,2024-02-22,1,1,5,1,15,14,1,95.3,13,9,7,6.7,4.3,1,20,2,4.7,80
224661,Brenda Lawson,0,6,2015-05-30,0,9.7,2024-05-04,1,1,9,0,82,50,32,70.2,35,28,30,8.5,1.9,1,28,1,1.3,42
228220,Ellen Hansen,1,0,2010-02-22,0,15,2024-11-29,0,2,2,1,54,46,8,97.7,36,2,16,6.3,2.9,1,24,0,1.1,86
852331,Sean Logan,1,3,2019-01-22,0,6.1,2024-01-18,3,0,5,1,19,3,16,77.5,43,37,30,7.8,2.5,0,12,1,3.5,55
167587,Douglas Carey,5,1,2020-08-11,0,4.5,2024-02-20,1,0,9,0,92,47,45,74,48,7,17,6.7,3.8,2,5,0,1.1,47
648117,Ashley Brooks,6,2,2019-11-01,1,2.3,2024-12-03,2,0,0,0,27,8,19,55,7,7,4,1.3,1.1,1,22,0,3.6,15
828804,Travis Dean,0,3,2021-04-01,0,3.9,2024-06-25,3,1,1,1,75,57,18,70.2,49,49,30,1.5,1.1,0,9,2,1.8,38
226733,Donna Reyes,4,7,2012-10-16,0,12.3,2024-10-08,4,0,0,0,13,1,12,72.1,6,1,4,8.5,2.7,2,10,2,3.3,55
353874,Teresa Beck,0,1,2015-08-18,0,9.5,2024-05-27,2,2,5,1,26,14,12,77.7,19,13,0,7.1,2.3,2,14,1,3.3,56
969866,Amy Hill,5,7,2012-01-20,0,13.1,2024-05-18,4,2,10,0,66,63,3,54.2,39,37,35,7,4.5,0,26,2,2.8,18
727432,Mary Burgess,3,5,2020-11-22,0,4.2,2024-04-30,3,1,6,0,94,90,4,67.1,35,26,24,8.2,4.7,1,13,2,3.6,39
594512,Joy Gordon,1,1,2013-04-08,0,11.9,2024-01-28,2,0,4,0,92,21,71,87.8,38,37,9,6,4.9,2,12,2,2.5,74
114125,Arthur Terry,2,3,2019-01-06,0,6.1,2024-10-03,0,1,8,0,82,38,44,55.2,34,26,5,9.8,3.9,2,10,0,1.4,22
40884,Carrie Johnson,4,6,2015-10-11,0,9.4,2024-09-23,4,1,1,0,68,3,65,59.9,26,5,16,3,1.9,0,20,0,3.7,26
740266,Kathleen Santiago,6,6,2010-05-14,0,14.8,2024-04-04,0,1,1,1,13,4,9,85.3,40,34,10,1.1,3.9,1,29,0,1.9,64
749160,Timothy Miller,6,7,2017-02-09,0,8,2024-07-25,4,2,9,1,90,88,2,61.7,12,2,6,6.5,2.8,1,14,2,2,27
202036,Bruce Clark,4,6,2011-09-05,2,1.2,2024-08-16,3,2,1,1,51,37,14,92.2,37,21,15,4.6,3,0,8,0,2.2,77
955728,Thomas Jackson,1,3,2019-01-01,2,5.2,2024-11-09,2,0,7,1,16,3,13,76.5,30,3,14,4.7,1.6,2,12,1,1.5,48
164201,Robert Keller,3,4,2012-11-17,0,12.3,2024-08-11,1,0,9,1,68,53,15,85.3,43,33,37,2.3,1.4,0,3,1,4.4,67
715713,Sarah Wallace,5,3,2012-12-18,0,12.2,2024-01-20,3,0,8,1,42,2,40,80.1,22,3,12,5.9,3,1,10,1,3.5,60
382206,Amy Cowan,6,3,2010-04-12,0,14.9,2024-10-20,1,0,3,0,19,13,6,90.9,11,1,2,9.6,1.9,0,7,1,2.9,85
208772,Lori Bender,6,7,2017-04-20,0,7.8,2024-03-16,3,2,7,0,43,9,34,93,5,1,1,6,3.5,2,13,1,1.5,76
543762,Bianca Hodges,6,3,2015-09-12,1,5.2,2024-08-30,2,0,3,0,34,5,29,57.9,9,2,0,2,1.3,1,26,2,4.7,19
267529,Joel Edwards,1,5,2012-04-16,1,9,2024-05-24,1,2,5,1,39,18,21,78.3,9,4,3,6.4,4.5,2,20,0,3.3,56
376927,Alexandra Robinson,6,0,2017-04-26,0,7.8,2024-11-03,4,2,3,1,46,35,11,86.6,47,22,21,9.3,3.8,0,11,0,3.3,74
549888,Mark Bailey,5,4,2011-08-09,0,13.5,2024-03-10,3,1,0,1,95,56,39,62.4,14,4,8,7.6,3.6,0,4,2,4.5,43
391759,Mike Evans,1,5,2021-10-18,0,3.3,2024-05-03,0,0,9,1,98,90,8,50.2,47,9,7,1.4,2.6,1,24,2,3.6,8
437541,Jamie Jones,2,7,2022-09-10,0,2.4,2024-11-19,4,0,5,0,27,7,20,54.5,44,4,23,9.2,3.1,0,20,1,4.8,18
602147,Brandy Roberts,3,5,2021-07-14,0,3.6,2024-10-22,0,1,8,0,97,82,15,87.5,35,1,5,3.4,1.9,1,16,2,2.8,60
895610,Daniel Blankenship,6,1,2017-05-27,0,7.7,2024-01-17,0,1,5,0,21,9,12,79.9,34,3,10,4.1,3.1,1,22,0,1.5,54
541391,Kristi Torres,5,2,2010-12-05,0,14.2,2024-09-29,3,1,10,1,72,29,43,97.3,24,23,2,7,3.3,1,13,2,2.2,85
464743,Katie Nguyen,4,3,2014-05-23,0,10.7,2024-11-30,4,1,4,0,53,9,44,67.6,49,9,31,8.6,4.7,1,12,2,4.4,46
301469,Patricia Bell,6,3,2016-04-29,0,8.8,2024-08-17,0,2,7,0,71,27,44,69.7,15,2,10,7.7,4.3,1,4,0,3,47
493529,Jeremy Johnson,6,7,2013-01-02,0,12.1,2024-07-14,1,0,0,0,62,0,62,79.5,18,1,6,8.8,2.9,2,21,0,2.1,61
269557,Paul Jones,3,3,2011-04-10,0,13.9,2024-08-30,2,1,7,0,16,4,12,67.9,33,9,31,8.2,3.7,0,10,1,4.5,47
263370,Stephanie King,0,5,2016-12-10,0,8.2,2024-03-22,1,1,8,0,10,0,10,85.3,31,27,18,3.4,1.3,1,24,1,1.3,57
275623,Ashley Smith,2,5,2016-04-06,0,8.9,2024-09-23,0,0,8,0,49,34,15,82.3,30,29,20,5.2,3.6,2,9,0,2.7,60
292536,Edward Adams,5,7,2014-12-21,0,10.2,2024-09-17,0,1,2,1,64,9,55,67,9,2,4,3,4.8,1,7,0,1.8,40
575028,Dr. Tara Rogers,3,1,2021-04-25,0,3.8,2024-03-20,0,2,10,1,58,1,57,75.5,7,6,4,3.9,3.1,1,9,2,2,45
683962,Jared Torres,0,7,2015-10-26,0,9.3,2024-10-12,0,1,7,1,75,28,47,62.2,6,5,4,1.3,4,0,20,2,1.8,24
654855,Christopher Webster,5,2,2014-06-20,0,10.7,2024-09-05,0,1,3,0,100,87,13,92.8,24,1,8,1,2.1,2,25,2,4.8,75
449759,Jennifer Robinson,5,6,2011-02-20,0,14,2024-02-16,1,2,1,1,23,4,19,63.7,7,2,0,4.8,4.5,2,28,1,3.8,37
870243,Nicholas Watson,1,0,2013-05-22,0,11.8,2024-01-11,0,2,0,0,81,38,43,98.6,46,35,31,7.9,2,0,18,2,4,89
591032,Betty Gould,3,0,2018-05-10,0,6.8,2024-01-07,2,2,8,0,37,28,9,94,17,6,14,7.1,1,1,9,0,2.8,78
886987,Cole Campbell,4,1,2019-07-19,0,5.6,2024-01-25,4,1,5,1,33,15,18,51.7,40,34,19,5.9,2.5,0,14,2,4,14
816812,Travis Walker,5,0,2012-03-14,0,12.9,2024-12-26,2,2,2,1,12,6,6,78.2,36,24,32,9.8,4.9,1,19,0,4.9,64
59962,Samantha Burton,3,0,2011-07-03,0,13.6,2024-09-25,1,2,9,0,59,1,58,99.3,24,7,20,9.4,3.1,0,9,2,2.5,89
752688,Kathleen Collins,3,2,2022-07-26,2,0.6,2024-01-09,2,0,2,1,86,51,35,54.2,14,2,14,3.5,1.3,2,18,0,1.3,14
826075,Robert Gonzalez,3,2,2022-09-28,0,2.4,2024-07-23,1,0,3,1,75,58,17,91.2,20,10,8,2.4,3.9,2,19,0,4.3,68
31369,Melissa Buchanan,3,5,2022-01-14,0,3.1,2024-08-29,4,2,6,1,30,10,20,85.9,28,11,12,7,2.7,1,19,0,4.9,63
557833,Kathleen Hale,5,3,2011-07-08,1,13.6,2024-03-29,4,0,8,1,74,42,32,72.3,43,12,38,4.6,4.4,1,26,0,4.1,46
42188,Elizabeth Wong,4,3,2017-02-27,0,8,2024-09-04,4,1,10,0,36,3,33,86.7,22,2,6,7.5,1.6,0,26,1,4.5,65
894614,Kathleen Bernard,4,2,2022-08-22,0,2.5,2024-06-04,1,1,5,0,36,16,20,75.5,22,10,17,4.4,1.7,2,11,2,2.7,47
740181,Bradley Young,0,2,2014-02-05,0,11,2024-04-13,4,0,3,1,68,57,11,55.6,23,22,22,8.1,3.7,2,25,1,1.7,22
367319,Christine Graves,6,7,2013-10-12,0,11.4,2024-12-12,3,2,6,1,56,15,41,65.5,13,9,0,8.9,4.8,0,15,2,3.4,42
841065,Shannon Davis,1,1,2011-03-11,0,14,2024-06-20,2,0,10,0,45,27,18,89.5,46,17,34,9.1,1.5,2,28,0,1.1,72
74865,John Richmond,2,7,2016-06-06,1,6.5,2024-06-20,0,1,9,0,30,9,21,65.2,33,32,19,2.8,2.3,1,30,2,3,26
603728,Alexander James DDS,1,6,2018-07-27,0,6.6,2024-08-24,2,0,0,1,11,7,4,86.1,26,10,11,1.1,4.9,2,15,1,4.2,65
836950,Ricky Valentine,4,2,2022-08-04,2,0.3,2024-10-25,2,2,2,0,10,1,9,78,23,12,5,4.1,1.4,2,30,1,2.1,48
721058,Sarah Norris,5,5,2011-07-26,0,13.6,2024-02-05,3,0,2,1,89,81,8,50.8,22,7,5,9.3,1.7,0,12,0,3.3,23
837116,Kyle Wright,1,5,2014-03-30,0,10.9,2024-05-20,4,2,0,0,49,3,46,86.9,47,19,14,7.8,1.7,0,10,1,4.9,78
433120,Ricky Allen,5,0,2011-10-24,0,13.3,2024-09-04,3,2,0,1,61,29,32,56.6,32,9,16,8.8,2,2,25,1,4.5,30
497862,Christina Hill,0,7,2019-03-09,0,6,2024-08-03,2,0,7,1,47,13,34,97,27,2,25,2.8,3.1,2,7,0,4.4,80
812191,Sarah Taylor,4,5,2019-04-09,0,5.9,2024-08-26,0,0,3,1,10,0,10,93.1,25,3,8,8.3,1.9,2,25,2,3,77
831128,Joshua Hickman,3,2,2010-12-28,0,14.2,2024-03-29,4,2,5,0,76,48,28,94.9,5,1,0,2,4.2,2,6,2,2.9,82
691103,Anne Avila,6,2,2010-07-24,0,14.6,2024-05-22,4,0,3,1,52,22,30,63.6,39,1,31,6.3,4,2,21,0,4,39
975410,Caitlin Montoya,3,4,2014-04-29,2,6,2024-07-30,0,1,9,0,40,10,30,70.1,11,11,7,9.8,4,2,10,2,2.2,46
754285,Christopher Andrews,3,6,2020-03-31,0,4.9,2024-10-19,2,0,2,1,32,27,5,77,46,12,22,5.2,2.8,2,18,1,4.9,52
717637,Seth Andrews,5,3,2015-05-16,0,9.8,2024-12-02,1,2,10,1,83,49,34,76.6,14,1,14,3.9,1.3,2,17,1,1.4,48
513665,Michael Massey,2,6,2010-06-28,0,14.7,2024-10-29,2,0,3,1,72,14,58,91.1,28,19,13,2.5,4.7,2,13,2,2.1,77
922945,Jenna Hartman,4,2,2020-08-20,0,4.5,2024-04-06,1,0,8,1,100,58,42,65.6,42,19,35,7.1,2.6,0,8,2,3.3,34
577727,Judy Parker,3,0,2021-08-10,2,3.3,2024-04-13,0,1,3,1,76,34,42,87.4,12,6,2,8.9,4.1,2,30,0,1.8,65
18774,Troy Taylor,6,1,2014-12-10,0,10.2,2024-02-17,4,1,6,0,69,47,22,57.6,50,38,30,5.1,4.3,2,12,1,1.3,23
734112,Cynthia Patel,3,2,2011-08-23,1,12,2024-02-06,1,0,1,1,37,0,37,96,38,23,22,3,1.4,1,19,2,4.6,84
252331,Darrell Harrington,5,6,2017-08-21,0,7.5,2024-06-15,2,1,1,0,21,19,2,91,15,8,9,7.4,1.3,2,6,1,2,79
166943,Dawn Nelson,1,7,2015-09-10,0,9.4,2024-08-20,0,1,9,1,59,7,52,69.9,23,15,11,8.1,1.4,2,6,1,4.3,47
436605,Keith Murray,1,6,2010-05-11,0,14.8,2024-12-27,1,0,9,0,77,25,52,55.9,50,12,17,3.1,1.1,1,5,1,1.8,20
701975,Jeremy Reynolds,5,1,2021-01-29,0,4.1,2024-04-09,3,2,8,1,21,14,7,69.8,40,28,15,9.8,3.5,1,3,2,3.7,45
517217,Eric Stewart,5,7,2018-05-17,0,6.8,2024-07-18,2,2,2,1,75,5,70,83.8,17,16,6,7.3,4.5,0,26,2,3.8,63
700620,Ronald Miller,1,6,2015-09-12,0,9.4,2024-01-01,3,2,6,1,51,43,8,80,23,13,3,7.1,1.9,0,7,2,2.6,61
450882,Kari Koch,4,7,2018-02-12,0,7,2024-02-14,1,1,10,1,58,13,45,62.5,10,7,7,3.9,2.2,1,18,2,4.1,25
465138,Danielle Diaz,6,6,2020-08-12,0,4.5,2024-06-07,3,2,9,1,95,80,15,55.4,20,5,3,9.4,1.5,0,27,2,1.1,16
353498,Gabrielle Mcmahon,3,2,2013-02-28,2,0.7,2024-05-28,0,1,10,1,47,12,35,76.8,31,27,19,6.7,2.2,2,3,0,2.5,50
407997,Michelle Taylor,0,6,2022-12-12,0,2.2,2024-03-19,2,0,10,0,48,33,15,92.2,49,34,43,7.3,3.3,1,1,2,2.8,74
316230,Kristin Mcbride,2,1,2022-05-07,0,2.8,2024-03-15,2,2,6,0,73,62,11,82.4,44,40,36,9.4,4.1,0,12,1,1,59
757700,Kristin Hudson,1,5,2011-06-25,0,13.7,2024-10-30,3,0,3,1,41,1,40,84.4,39,22,5,6.3,4.8,2,28,2,3.1,67
912583,John Powers,2,5,2020-08-23,0,4.5,2024-08-31,2,1,5,1,92,38,54,82.4,13,7,2,2.6,2,1,16,1,2.7,55
958309,Richard Chandler,2,0,2012-08-23,0,12.5,2024-10-26,4,2,10,0,66,35,31,56.3,44,44,38,3.2,3.5,1,0,2,2.4,23
500518,Maria Benjamin,5,2,2012-02-12,2,4.1,2024-11-23,1,0,2,0,82,2,80,72.1,6,5,0,6.1,2.4,0,27,0,4.8,47
17347,Lynn Lutz,2,3,2014-08-23,2,5.3,2024-06-06,2,2,7,0,87,50,37,69.5,44,31,20,3.7,1.7,2,17,2,3.9,38
166757,Matthew Peterson,1,1,2021-01-21,0,4.1,2024-04-29,4,1,8,0,98,0,93.3152412226909,70.9,25,18,11,9.3,3.7,2,29,2,3.3,43
866886,Jessica Cameron,5,3,2016-02-15,0,9,2024-05-14,0,2,1,0,98,68,30,77.1,9,3,4,2.7,3.2,0,21,2,2.4,51
367110,Ronald Barrett,2,5,2019-04-21,0,5.8,2024-05-28,0,2,1,0,45,39,6,68.5,33,26,12,5.4,4.4,2,4,0,1.7,43
174343,Danielle Roy,3,3,2017-01-23,2,0.9,2024-06-27,1,2,2,1,23,6,17,66.9,6,1,2,5.5,4.5,0,13,2,1.8,36
587409,Bailey Robinson,2,6,2015-05-02,0,9.8,2024-02-15,4,1,3,0,39,26,13,61,37,4,31,3,1.8,0,0,0,4.7,32
703604,Philip Chavez,0,2,2018-06-06,0,6.7,2024-02-08,1,0,8,1,58,34,24,85.8,6,5,4,4,2.9,1,4,0,3.5,65
555324,Todd Waller,0,4,2012-02-20,0,13,2024-09-06,4,2,5,1,58,49,9,89.5,24,8,19,7.9,3.1,2,14,1,3.2,79
523092,Kimberly Roberts,4,4,2022-10-28,0,2.3,2024-08-22,4,2,8,0,59,31,28,81.6,13,12,10,7.4,3.2,1,27,0,1.9,54
391021,Antonio Ball,5,3,2022-03-22,1,2.2,2024-09-01,4,2,4,1,19,13,6,66.7,11,1,6,4.3,2,1,2,1,3.6,36
635108,Joseph Norman,0,1,2020-12-05,0,4.2,2024-12-23,3,0,6,0,100,37,63,63.9,35,8,3,1.4,3.1,0,15,1,4.9,26
990276,Mr. Casey Bush,1,6,2021-05-27,0,3.7,2024-12-06,0,1,7,0,86,62,24,50.4,22,21,16,2.8,3.3,2,28,1,4.8,10
278252,Julia Schmidt,5,7,2012-04-30,0,12.8,2024-09-16,4,1,1,0,86,30,56,62.2,14,13,14,2.8,5,0,28,2,4.6,31
661724,Melissa Blair,1,6,2016-09-30,0,8.4,2024-07-12,3,1,8,0,12,6,6,65.1,41,13,27,2.4,3.1,0,19,1,4.8,31
51750,Tracie Shields,3,4,2012-09-11,0,12.4,2024-07-05,1,2,2,0,75,54,21,50,19,17,0,3.2,3.5,0,12,1,2.3,14
779929,Jack Greene,0,7,2014-10-17,0,10.3,2024-04-03,4,2,6,0,39,29,10,58.1,7,7,2,7.9,4.5,2,24,2,2.5,25
253116,Matthew Sloan,1,6,2021-02-26,0,4,2024-11-19,0,2,3,1,89,84,5,77.7,35,32,35,7.9,4.3,2,2,1,1.1,56
559532,Herbert Brown,1,1,2018-04-01,0,6.9,2024-08-06,1,0,4,0,19,16,3,77.9,17,5,17,3.5,1.9,2,2,1,2.2,54
449477,Hannah Wood,0,6,2013-06-28,0,11.6,2024-12-09,0,2,2,1,85,11,74,86,35,5,17,6.8,1.4,1,24,0,2.3,68
224263,Lauren Holmes,6,2,2018-06-17,0,6.7,2024-08-01,4,2,0,0,27,3,24,89.3,10,7,6,8.1,2.5,0,4,0,4,79
150907,Allison Clarke,3,5,2021-05-11,0,3.8,2024-08-11,1,0,9,0,97,24,73,68.3,45,3,14,3.8,2.8,1,25,1,4.4,32
284775,Danny Johnson,0,7,2022-11-06,1,1,2024-12-09,2,1,4,1,86,49,37,66.2,49,29,24,8.8,2.5,2,16,0,1.9,36
68137,Candice Miller,1,2,2021-12-23,0,3.2,2024-04-26,3,1,0,1,71,54,17,85.8,13,8,5,3.9,1.7,2,3,0,2.3,65
182770,Joseph Raymond,3,3,2022-03-13,0,2.9,2024-11-07,0,1,6,0,52,43,9,70.7,32,21,28,1.2,4.4,1,2,2,2.9,38
532834,Jared Payne,0,1,2020-08-18,0,4.5,2024-03-12,4,2,0,0,76,43,33,64.8,33,23,25,7.1,1.1,0,7,1,4.1,38
596179,Jeremy Andrade,6,7,2018-03-29,0,6.9,2024-02-14,3,0,10,1,93,36,57,62.1,28,4,0,7.1,3.2,0,2,1,2.4,30
291907,Brian Ray,0,2,2010-08-04,0,14.6,2024-03-08,1,1,6,1,94,25,69,99.1,26,13,20,2.5,3.1,2,15,1,3.4,86
123838,Ricky Torres,4,6,2011-09-25,0,13.4,2024-03-02,1,0,7,0,48,24,24,69.3,25,7,8,1.3,1.8,2,14,0,2.6,40
337787,Dana Leonard,4,7,2011-02-11,0,14,2024-08-19,1,1,7,1,44,36,8,98,7,7,4,3.2,2.3,0,22,1,1.8,82
693413,Michael Potter,6,5,2021-10-29,0,3.3,2024-12-29,4,1,9,1,15,1,14,61.2,47,33,18,6.1,3.4,1,12,0,1.1,25
112855,Tyler Richardson,0,7,2018-05-24,0,6.7,2024-08-26,4,1,4,0,85,22,63,85.4,10,7,6,9.5,2.1,2,23,1,3.9,67
184072,William Pena,5,2,2022-11-22,1,0.4,2024-07-28,4,2,7,0,81,60,21,51.1,20,4,5,1.8,2.5,0,29,2,3.1,8
380839,Nancy Everett,0,3,2019-11-23,0,5.2,2024-04-20,0,0,1,0,74,49,25,62.6,32,16,7,1.6,1.2,1,11,0,1.1,26
186613,Sarah Williams,5,4,2016-07-16,1,6.4,2024-03-05,4,2,5,0,10,10,0,99.3,17,8,14,2.5,1.8,2,29,2,3.5,79
985716,Rhonda Shah,0,0,2014-01-30,0,11.1,2024-09-22,3,0,9,0,46,22,24,79.9,36,24,6,8.8,2.3,2,20,2,4.3,59
302947,Alexis Meyers,5,0,2013-03-12,2,1.1,2024-03-13,0,1,7,0,69,34,35,67.7,10,6,9,1.7,1.4,0,12,1,1.2,33
50218,Joseph Lambert,5,0,2011-08-18,0,13.5,2024-02-03,3,0,9,0,29,11,18,66.6,35,20,5,3.7,2.6,2,29,0,1.6,34
473118,Matthew Wood,6,4,2010-02-03,1,10,2024-03-19,0,2,2,0,34,34,0,95.7,15,10,13,6.2,4.2,1,21,2,2.9,84
967123,Andre Cook,2,4,2016-05-11,0,8.8,2024-02-05,3,2,3,1,23,5,18,85.8,47,4,30,1.4,2.1,0,4,1,1,64
843804,Anthony Mueller,0,0,2017-06-21,1,7.3,2024-03-07,3,0,9,1,56,10,46,99.6,21,5,19,4.8,2,2,7,2,2,83
436233,Paige Johnson,2,0,2010-10-23,1,1.6,2024-05-29,2,2,4,1,41,1,40,86.1,34,26,18,4.3,4,0,1,0,1.9,67
